MEMBER_ID,PORTFOLIO,OPTIMIZED_EXPECTED_FINAL_PORTFOLIO_VALUE,OPTIMIZED_MEDIAN_FINAL_PORTFOLIO_VALUE,OPTIMIZED_STANDARD_DEVIATION_OF_FINAL_PORTFOLIO_VALUE,OPTIMIZED_VALUE_AT_RISK,OPTIMIZED_CONDITIONAL_VALUE_AT_RISK,OPTIMIZED_PROBABILITY_OF_LOSS,OPTIMIZED_SHARPE_RATIO
MID000049,DMC,"$103,691.93","$101,942.75","$20,952.74","$7,426.94","$12,576.34",11.00%,1.1307
MID000050,FWC,"$65,737.98","$65,017.49","$13,779.88","$6,004.28","$8,701.73",13.00%,1.1421
MID000050,TWM,"$65,737.98","$65,017.49","$13,779.88","$6,004.28","$8,701.73",13.00%,1.1421
MID000050,NTIC,"$65,737.98","$65,017.49","$13,779.88","$6,004.28","$8,701.73",13.00%,1.1421
MID000050,LTSA,"$65,737.98","$65,017.49","$13,779.88","$6,004.28","$8,701.73",13.00%,1.1421
MID000050,EPF,"$65,737.98","$65,017.49","$13,779.88","$6,004.28","$8,701.73",13.00%,1.1421
MID000050,GS,"$65,737.98","$65,017.49","$13,779.88","$6,004.28","$8,701.73",13.00%,1.1421
MID000050,TCA,"$65,737.98","$65,017.49","$13,779.88","$6,004.28","$8,701.73",13.00%,1.1421
MID000050,PEP,"$65,737.98","$65,017.49","$13,779.88","$6,004.28","$8,701.73",13.00%,1.1421
MID000050,OCST,"$65,737.98","$65,017.49","$13,779.88","$6,004.28","$8,701.73",13.00%,1.1421
MID000051,SM,"$1,292.11","$1,250.66",$276.80,$79.93,$159.11,12.80%,1.0553
MID000051,TWM,"$1,292.11","$1,250.66",$276.80,$79.93,$159.11,12.80%,1.0553
MID000051,NEK,"$1,292.11","$1,250.66",$276.80,$79.93,$159.11,12.80%,1.0553
MID000051,PG,"$1,292.11","$1,250.66",$276.80,$79.93,$159.11,12.80%,1.0553
MID000051,OCST,"$1,292.11","$1,250.66",$276.80,$79.93,$159.11,12.80%,1.0553
MID000051,LTSA,"$1,292.11","$1,250.66",$276.80,$79.93,$159.11,12.80%,1.0553
MID000052,SM,"$58,386.94","$57,009.28","$12,534.69","$4,058.02","$7,844.83",14.00%,1.068
MID000052,NEK,"$58,386.94","$57,009.28","$12,534.69","$4,058.02","$7,844.83",14.00%,1.068
MID000052,MMM,"$58,386.94","$57,009.28","$12,534.69","$4,058.02","$7,844.83",14.00%,1.068
MID000052,EPF,"$58,386.94","$57,009.28","$12,534.69","$4,058.02","$7,844.83",14.00%,1.068
MID000053,HD,"$6,411.20","$6,191.19","$1,366.87",$495.37,$823.07,13.20%,1.0324
MID000053,NEK,"$6,411.20","$6,191.19","$1,366.87",$495.37,$823.07,13.20%,1.0324
MID000053,LTSA,"$6,411.20","$6,191.19","$1,366.87",$495.37,$823.07,13.20%,1.0324
MID000053,GS,"$6,411.20","$6,191.19","$1,366.87",$495.37,$823.07,13.20%,1.0324
MID000053,ONH,"$6,411.20","$6,191.19","$1,366.87",$495.37,$823.07,13.20%,1.0324
MID000054,NTIC,"$6,401.70","$6,235.21","$1,316.85",$430.17,$711.20,14.40%,1.0644
MID000054,MMM,"$6,401.70","$6,235.21","$1,316.85",$430.17,$711.20,14.40%,1.0644
MID000054,JJN,"$6,401.70","$6,235.21","$1,316.85",$430.17,$711.20,14.40%,1.0644
MID000054,OOGGL,"$6,401.70","$6,235.21","$1,316.85",$430.17,$711.20,14.40%,1.0644
MID000054,TCA,"$6,401.70","$6,235.21","$1,316.85",$430.17,$711.20,14.40%,1.0644
MID000054,HD,"$6,401.70","$6,235.21","$1,316.85",$430.17,$711.20,14.40%,1.0644
MID000054,MPJ,"$6,401.70","$6,235.21","$1,316.85",$430.17,$711.20,14.40%,1.0644
MID000055,MMM,"$1,275.39","$1,253.57",$272.74,$117.93,$191.54,15.00%,1.0097
MID000055,ONH,"$1,275.39","$1,253.57",$272.74,$117.93,$191.54,15.00%,1.0097
MID000055,EPF,"$1,275.39","$1,253.57",$272.74,$117.93,$191.54,15.00%,1.0097
MID000055,MTFS,"$1,275.39","$1,253.57",$272.74,$117.93,$191.54,15.00%,1.0097
MID000055,LTSA,"$1,275.39","$1,253.57",$272.74,$117.93,$191.54,15.00%,1.0097
MID000055,MPJ,"$1,275.39","$1,253.57",$272.74,$117.93,$191.54,15.00%,1.0097
MID000055,TCA,"$1,275.39","$1,253.57",$272.74,$117.93,$191.54,15.00%,1.0097
MID000055,MZNA,"$1,275.39","$1,253.57",$272.74,$117.93,$191.54,15.00%,1.0097
MID000056,MZNA,"$63,912.72","$62,623.65","$13,203.48","$3,174.92","$7,066.59",11.40%,1.1295
MID000056,SM,"$63,912.72","$62,623.65","$13,203.48","$3,174.92","$7,066.59",11.40%,1.1295
MID000056,TWM,"$63,912.72","$62,623.65","$13,203.48","$3,174.92","$7,066.59",11.40%,1.1295
MID000056,OCST,"$63,912.72","$62,623.65","$13,203.48","$3,174.92","$7,066.59",11.40%,1.1295
MID000057,HD,"$124,737.30","$122,414.53","$26,205.31","$9,642.24","$16,585.35",14.00%,1.0585
MID000057,OCST,"$124,737.30","$122,414.53","$26,205.31","$9,642.24","$16,585.35",14.00%,1.0585
MID000057,CCSO,"$124,737.30","$122,414.53","$26,205.31","$9,642.24","$16,585.35",14.00%,1.0585
MID000057,ABC,"$124,737.30","$122,414.53","$26,205.31","$9,642.24","$16,585.35",14.00%,1.0585
MID000058,PG,"$14,264.93","$13,915.99","$3,190.27","$1,369.36","$1,891.72",15.40%,1.0234
MID000058,ALPA,"$14,264.93","$13,915.99","$3,190.27","$1,369.36","$1,891.72",15.40%,1.0234
MID000058,JJN,"$14,264.93","$13,915.99","$3,190.27","$1,369.36","$1,891.72",15.40%,1.0234
MID000058,MZNA,"$14,264.93","$13,915.99","$3,190.27","$1,369.36","$1,891.72",15.40%,1.0234
MID000059,GS,"$12,982.79","$12,667.96","$2,921.12","$1,063.48","$1,902.37",13.20%,1.0211
MID000059,JJN,"$12,982.79","$12,667.96","$2,921.12","$1,063.48","$1,902.37",13.20%,1.0211
MID000059,NEK,"$12,982.79","$12,667.96","$2,921.12","$1,063.48","$1,902.37",13.20%,1.0211
MID000060,JJN,"$113,320.91","$110,335.92","$24,092.51","$11,211.13","$16,447.25",13.80%,1.051
MID000060,NEK,"$113,320.91","$110,335.92","$24,092.51","$11,211.13","$16,447.25",13.80%,1.051
MID000060,GS,"$113,320.91","$110,335.92","$24,092.51","$11,211.13","$16,447.25",13.80%,1.051
MID000060,AB,"$113,320.91","$110,335.92","$24,092.51","$11,211.13","$16,447.25",13.80%,1.051
MID000060,FWC,"$113,320.91","$110,335.92","$24,092.51","$11,211.13","$16,447.25",13.80%,1.051
MID000060,OCST,"$113,320.91","$110,335.92","$24,092.51","$11,211.13","$16,447.25",13.80%,1.051
MID000061,DMC,"$57,529.57","$55,697.20","$12,162.60","$3,934.18","$7,406.37",13.60%,1.0302
MID000061,MZNA,"$57,529.57","$55,697.20","$12,162.60","$3,934.18","$7,406.37",13.60%,1.0302
MID000061,ABC,"$57,529.57","$55,697.20","$12,162.60","$3,934.18","$7,406.37",13.60%,1.0302
MID000061,OOGGL,"$57,529.57","$55,697.20","$12,162.60","$3,934.18","$7,406.37",13.60%,1.0302
MID000061,FWC,"$57,529.57","$55,697.20","$12,162.60","$3,934.18","$7,406.37",13.60%,1.0302
MID000061,NTIC,"$57,529.57","$55,697.20","$12,162.60","$3,934.18","$7,406.37",13.60%,1.0302
MID000061,OK,"$57,529.57","$55,697.20","$12,162.60","$3,934.18","$7,406.37",13.60%,1.0302
MID000061,ONH,"$57,529.57","$55,697.20","$12,162.60","$3,934.18","$7,406.37",13.60%,1.0302
MID000062,TCA,"$64,125.97","$62,301.26","$13,333.96","$4,234.53","$7,079.07",14.80%,1.0594
MID000062,NTIC,"$64,125.97","$62,301.26","$13,333.96","$4,234.53","$7,079.07",14.80%,1.0594
MID000062,AB,"$64,125.97","$62,301.26","$13,333.96","$4,234.53","$7,079.07",14.80%,1.0594
MID000062,ABT,"$64,125.97","$62,301.26","$13,333.96","$4,234.53","$7,079.07",14.80%,1.0594
MID000062,LTSA,"$64,125.97","$62,301.26","$13,333.96","$4,234.53","$7,079.07",14.80%,1.0594
MID000062,MZNA,"$64,125.97","$62,301.26","$13,333.96","$4,234.53","$7,079.07",14.80%,1.0594
MID000062,ABC,"$64,125.97","$62,301.26","$13,333.96","$4,234.53","$7,079.07",14.80%,1.0594
MID000062,MMM,"$64,125.97","$62,301.26","$13,333.96","$4,234.53","$7,079.07",14.80%,1.0594
MID000063,OCST,"$1,282.36","$1,260.20",$262.13,$125.42,$186.11,12.60%,1.0772
MID000063,ABT,"$1,282.36","$1,260.20",$262.13,$125.42,$186.11,12.60%,1.0772
MID000063,OK,"$1,282.36","$1,260.20",$262.13,$125.42,$186.11,12.60%,1.0772
MID000063,PG,"$1,282.36","$1,260.20",$262.13,$125.42,$186.11,12.60%,1.0772
MID000063,ABC,"$1,282.36","$1,260.20",$262.13,$125.42,$186.11,12.60%,1.0772
MID000064,OK,"$1,291,395.50","$1,258,391.18","$273,762.81","$95,453.17","$168,724.47",13.80%,1.0644
MID000064,MTFS,"$1,291,395.50","$1,258,391.18","$273,762.81","$95,453.17","$168,724.47",13.80%,1.0644
MID000064,ALPA,"$1,291,395.50","$1,258,391.18","$273,762.81","$95,453.17","$168,724.47",13.80%,1.0644
MID000065,LTSA,"$1,296,808.42","$1,283,808.67","$273,793.89","$102,294.71","$188,915.85",14.60%,1.0841
MID000065,GMNA,"$1,296,808.42","$1,283,808.67","$273,793.89","$102,294.71","$188,915.85",14.60%,1.0841
MID000065,NTIC,"$1,296,808.42","$1,283,808.67","$273,793.89","$102,294.71","$188,915.85",14.60%,1.0841
MID000065,ABT,"$1,296,808.42","$1,283,808.67","$273,793.89","$102,294.71","$188,915.85",14.60%,1.0841
MID000065,SM,"$1,296,808.42","$1,283,808.67","$273,793.89","$102,294.71","$188,915.85",14.60%,1.0841
MID000065,CCSO,"$1,296,808.42","$1,283,808.67","$273,793.89","$102,294.71","$188,915.85",14.60%,1.0841
MID000065,NEK,"$1,296,808.42","$1,283,808.67","$273,793.89","$102,294.71","$188,915.85",14.60%,1.0841
MID000066,MMM,"$1,274,629.45","$1,238,249.92","$274,688.80","$120,467.19","$179,328.52",14.40%,0.9998
MID000066,TWM,"$1,274,629.45","$1,238,249.92","$274,688.80","$120,467.19","$179,328.52",14.40%,0.9998
MID000066,SM,"$1,274,629.45","$1,238,249.92","$274,688.80","$120,467.19","$179,328.52",14.40%,0.9998
MID000066,PEP,"$1,274,629.45","$1,238,249.92","$274,688.80","$120,467.19","$179,328.52",14.40%,0.9998
MID000067,SM,"$87,669.55","$85,746.84","$17,462.84","$5,912.39","$10,884.08",15.40%,1.0691
MID000067,TCA,"$87,669.55","$85,746.84","$17,462.84","$5,912.39","$10,884.08",15.40%,1.0691
MID000067,AB,"$87,669.55","$85,746.84","$17,462.84","$5,912.39","$10,884.08",15.40%,1.0691
MID000067,ABT,"$87,669.55","$85,746.84","$17,462.84","$5,912.39","$10,884.08",15.40%,1.0691
MID000067,LTSA,"$87,669.55","$85,746.84","$17,462.84","$5,912.39","$10,884.08",15.40%,1.0691
MID000067,ONH,"$87,669.55","$85,746.84","$17,462.84","$5,912.39","$10,884.08",15.40%,1.0691
MID000067,HD,"$87,669.55","$85,746.84","$17,462.84","$5,912.39","$10,884.08",15.40%,1.0691
MID000067,GMNA,"$87,669.55","$85,746.84","$17,462.84","$5,912.39","$10,884.08",15.40%,1.0691
MID000067,DMC,"$87,669.55","$85,746.84","$17,462.84","$5,912.39","$10,884.08",15.40%,1.0691
MID000068,MTFS,"$105,383.70","$103,241.35","$23,066.05","$7,252.05","$14,286.41",12.00%,1.1005
MID000068,ONH,"$105,383.70","$103,241.35","$23,066.05","$7,252.05","$14,286.41",12.00%,1.1005
MID000068,CCSO,"$105,383.70","$103,241.35","$23,066.05","$7,252.05","$14,286.41",12.00%,1.1005
MID000068,TCA,"$105,383.70","$103,241.35","$23,066.05","$7,252.05","$14,286.41",12.00%,1.1005
MID000068,MMM,"$105,383.70","$103,241.35","$23,066.05","$7,252.05","$14,286.41",12.00%,1.1005
MID000069,JJN,"$64,203.00","$62,706.36","$13,767.00","$5,476.11","$9,898.13",12.40%,1.1043
MID000069,EG,"$64,203.00","$62,706.36","$13,767.00","$5,476.11","$9,898.13",12.40%,1.1043
MID000069,MZNA,"$64,203.00","$62,706.36","$13,767.00","$5,476.11","$9,898.13",12.40%,1.1043
MID000069,KRM,"$64,203.00","$62,706.36","$13,767.00","$5,476.11","$9,898.13",12.40%,1.1043
MID000069,PG,"$64,203.00","$62,706.36","$13,767.00","$5,476.11","$9,898.13",12.40%,1.1043
MID000069,EPF,"$64,203.00","$62,706.36","$13,767.00","$5,476.11","$9,898.13",12.40%,1.1043
MID000070,GS,"$63,474.21","$62,339.64","$12,795.60","$4,889.62","$8,194.16",10.80%,1.1312
MID000070,HD,"$63,474.21","$62,339.64","$12,795.60","$4,889.62","$8,194.16",10.80%,1.1312
MID000070,MZNA,"$63,474.21","$62,339.64","$12,795.60","$4,889.62","$8,194.16",10.80%,1.1312
MID000071,NEK,"$89,721.68","$88,438.10","$19,861.23","$7,497.67","$13,579.59",13.60%,1.0433
MID000071,PG,"$89,721.68","$88,438.10","$19,861.23","$7,497.67","$13,579.59",13.60%,1.0433
MID000072,ALPA,"$64,799.21","$63,372.20","$13,591.24","$4,238.77","$8,278.41",12.80%,1.0889
MID000072,ABT,"$64,799.21","$63,372.20","$13,591.24","$4,238.77","$8,278.41",12.80%,1.0889
MID000072,FWC,"$64,799.21","$63,372.20","$13,591.24","$4,238.77","$8,278.41",12.80%,1.0889
MID000072,EPF,"$64,799.21","$63,372.20","$13,591.24","$4,238.77","$8,278.41",12.80%,1.0889
MID000072,TWM,"$64,799.21","$63,372.20","$13,591.24","$4,238.77","$8,278.41",12.80%,1.0889
MID000072,LTSA,"$64,799.21","$63,372.20","$13,591.24","$4,238.77","$8,278.41",12.80%,1.0889
MID000073,HD,"$65,416.32","$64,074.33","$14,095.26","$5,248.23","$9,485.01",11.80%,1.0937
MID000073,PG,"$65,416.32","$64,074.33","$14,095.26","$5,248.23","$9,485.01",11.80%,1.0937
MID000073,NTIC,"$65,416.32","$64,074.33","$14,095.26","$5,248.23","$9,485.01",11.80%,1.0937
MID000073,NEK,"$65,416.32","$64,074.33","$14,095.26","$5,248.23","$9,485.01",11.80%,1.0937
MID000073,KRM,"$65,416.32","$64,074.33","$14,095.26","$5,248.23","$9,485.01",11.80%,1.0937
MID000073,FWC,"$65,416.32","$64,074.33","$14,095.26","$5,248.23","$9,485.01",11.80%,1.0937
MID000073,EPF,"$65,416.32","$64,074.33","$14,095.26","$5,248.23","$9,485.01",11.80%,1.0937
MID000073,MMM,"$65,416.32","$64,074.33","$14,095.26","$5,248.23","$9,485.01",11.80%,1.0937
MID000074,JJN,"$13,001.78","$12,688.63","$2,953.20","$1,399.70","$2,058.88",14.20%,1.0165
MID000074,GMNA,"$13,001.78","$12,688.63","$2,953.20","$1,399.70","$2,058.88",14.20%,1.0165
MID000074,EG,"$13,001.78","$12,688.63","$2,953.20","$1,399.70","$2,058.88",14.20%,1.0165
MID000075,ONH,"$1,289,823.25","$1,253,417.13","$272,417.90","$78,385.47","$157,813.61",12.40%,1.0639
MID000075,NEK,"$1,289,823.25","$1,253,417.13","$272,417.90","$78,385.47","$157,813.61",12.40%,1.0639
MID000075,HD,"$1,289,823.25","$1,253,417.13","$272,417.90","$78,385.47","$157,813.61",12.40%,1.0639
MID000075,GS,"$1,289,823.25","$1,253,417.13","$272,417.90","$78,385.47","$157,813.61",12.40%,1.0639
MID000075,AB,"$1,289,823.25","$1,253,417.13","$272,417.90","$78,385.47","$157,813.61",12.40%,1.0639
MID000075,ABC,"$1,289,823.25","$1,253,417.13","$272,417.90","$78,385.47","$157,813.61",12.40%,1.0639
MID000075,TCA,"$1,289,823.25","$1,253,417.13","$272,417.90","$78,385.47","$157,813.61",12.40%,1.0639
MID000075,LTSA,"$1,289,823.25","$1,253,417.13","$272,417.90","$78,385.47","$157,813.61",12.40%,1.0639
MID000076,TWM,"$6,481.80","$6,311.00","$1,398.31",$441.70,$746.64,13.60%,1.0597
MID000076,AB,"$6,481.80","$6,311.00","$1,398.31",$441.70,$746.64,13.60%,1.0597
MID000077,OCST,"$64,356.72","$63,699.57","$13,930.09","$6,759.13","$10,666.24",15.00%,1.0306
MID000077,KRM,"$64,356.72","$63,699.57","$13,930.09","$6,759.13","$10,666.24",15.00%,1.0306
MID000078,GMNA,"$88,914.93","$87,059.20","$18,529.15","$6,757.26","$11,228.45",14.00%,1.0748
MID000078,AB,"$88,914.93","$87,059.20","$18,529.15","$6,757.26","$11,228.45",14.00%,1.0748
MID000078,KRM,"$88,914.93","$87,059.20","$18,529.15","$6,757.26","$11,228.45",14.00%,1.0748
MID000078,NEK,"$88,914.93","$87,059.20","$18,529.15","$6,757.26","$11,228.45",14.00%,1.0748
MID000079,DMC,"$63,690.96","$62,449.58","$12,900.69","$5,615.35","$9,142.18",12.60%,1.0613
MID000079,OOGGL,"$63,690.96","$62,449.58","$12,900.69","$5,615.35","$9,142.18",12.60%,1.0613
MID000079,MZNA,"$63,690.96","$62,449.58","$12,900.69","$5,615.35","$9,142.18",12.60%,1.0613
MID000080,ONH,"$63,676.68","$62,192.92","$13,880.39","$4,699.38","$9,099.16",12.20%,1.0574
MID000080,OK,"$63,676.68","$62,192.92","$13,880.39","$4,699.38","$9,099.16",12.20%,1.0574
MID000081,ABT,"$6,483.98","$6,279.12","$1,337.44",$436.04,$879.57,10.40%,1.1096
MID000081,FWC,"$6,483.98","$6,279.12","$1,337.44",$436.04,$879.57,10.40%,1.1096
MID000081,CCSO,"$6,483.98","$6,279.12","$1,337.44",$436.04,$879.57,10.40%,1.1096
MID000081,OOGGL,"$6,483.98","$6,279.12","$1,337.44",$436.04,$879.57,10.40%,1.1096
MID000082,NEK,"$1,302,031.26","$1,268,016.63","$287,662.86","$106,540.06","$185,909.80",13.80%,1.0499
MID000082,MZNA,"$1,302,031.26","$1,268,016.63","$287,662.86","$106,540.06","$185,909.80",13.80%,1.0499
MID000082,HD,"$1,302,031.26","$1,268,016.63","$287,662.86","$106,540.06","$185,909.80",13.80%,1.0499
MID000082,EG,"$1,302,031.26","$1,268,016.63","$287,662.86","$106,540.06","$185,909.80",13.80%,1.0499
MID000082,DMC,"$1,302,031.26","$1,268,016.63","$287,662.86","$106,540.06","$185,909.80",13.80%,1.0499
MID000082,LTSA,"$1,302,031.26","$1,268,016.63","$287,662.86","$106,540.06","$185,909.80",13.80%,1.0499
MID000083,MZNA,"$14,096.99","$13,791.96","$3,020.60","$1,396.54","$2,126.89",15.00%,1.0253
MID000083,GS,"$14,096.99","$13,791.96","$3,020.60","$1,396.54","$2,126.89",15.00%,1.0253
MID000083,JJN,"$14,096.99","$13,791.96","$3,020.60","$1,396.54","$2,126.89",15.00%,1.0253
MID000083,EG,"$14,096.99","$13,791.96","$3,020.60","$1,396.54","$2,126.89",15.00%,1.0253
MID000083,MPJ,"$14,096.99","$13,791.96","$3,020.60","$1,396.54","$2,126.89",15.00%,1.0253
MID000083,ABT,"$14,096.99","$13,791.96","$3,020.60","$1,396.54","$2,126.89",15.00%,1.0253
MID000083,SM,"$14,096.99","$13,791.96","$3,020.60","$1,396.54","$2,126.89",15.00%,1.0253
MID000083,ABC,"$14,096.99","$13,791.96","$3,020.60","$1,396.54","$2,126.89",15.00%,1.0253
MID000083,PEP,"$14,096.99","$13,791.96","$3,020.60","$1,396.54","$2,126.89",15.00%,1.0253
MID000084,GS,"$113,497.53","$112,164.61","$22,204.90","$8,642.56","$16,097.01",11.40%,1.1483
MID000084,ALPA,"$113,497.53","$112,164.61","$22,204.90","$8,642.56","$16,097.01",11.40%,1.1483
MID000084,ABT,"$113,497.53","$112,164.61","$22,204.90","$8,642.56","$16,097.01",11.40%,1.1483
MID000084,JJN,"$113,497.53","$112,164.61","$22,204.90","$8,642.56","$16,097.01",11.40%,1.1483
MID000084,ONH,"$113,497.53","$112,164.61","$22,204.90","$8,642.56","$16,097.01",11.40%,1.1483
MID000084,KRM,"$113,497.53","$112,164.61","$22,204.90","$8,642.56","$16,097.01",11.40%,1.1483
MID000084,LTSA,"$113,497.53","$112,164.61","$22,204.90","$8,642.56","$16,097.01",11.40%,1.1483
MID000084,EPF,"$113,497.53","$112,164.61","$22,204.90","$8,642.56","$16,097.01",11.40%,1.1483
MID000084,MZNA,"$113,497.53","$112,164.61","$22,204.90","$8,642.56","$16,097.01",11.40%,1.1483
MID000085,NTIC,"$63,811.97","$61,962.56","$14,122.54","$3,837.46","$7,601.12",13.00%,1.0488
MID000085,GMNA,"$63,811.97","$61,962.56","$14,122.54","$3,837.46","$7,601.12",13.00%,1.0488
MID000085,TWM,"$63,811.97","$61,962.56","$14,122.54","$3,837.46","$7,601.12",13.00%,1.0488
MID000085,LTSA,"$63,811.97","$61,962.56","$14,122.54","$3,837.46","$7,601.12",13.00%,1.0488
MID000085,PG,"$63,811.97","$61,962.56","$14,122.54","$3,837.46","$7,601.12",13.00%,1.0488
MID000085,ONH,"$63,811.97","$61,962.56","$14,122.54","$3,837.46","$7,601.12",13.00%,1.0488
MID000085,OK,"$63,811.97","$61,962.56","$14,122.54","$3,837.46","$7,601.12",13.00%,1.0488
MID000085,JJN,"$63,811.97","$61,962.56","$14,122.54","$3,837.46","$7,601.12",13.00%,1.0488
MID000085,AB,"$63,811.97","$61,962.56","$14,122.54","$3,837.46","$7,601.12",13.00%,1.0488
MID000086,FWC,"$115,060.86","$113,082.89","$23,215.22","$9,824.39","$15,400.68",12.80%,1.0795
MID000086,JJN,"$115,060.86","$113,082.89","$23,215.22","$9,824.39","$15,400.68",12.80%,1.0795
MID000086,ABC,"$115,060.86","$113,082.89","$23,215.22","$9,824.39","$15,400.68",12.80%,1.0795
MID000086,MPJ,"$115,060.86","$113,082.89","$23,215.22","$9,824.39","$15,400.68",12.80%,1.0795
MID000087,TCA,"$113,932.25","$111,899.34","$24,167.56","$8,765.26","$15,168.33",12.60%,1.073
MID000087,ABC,"$113,932.25","$111,899.34","$24,167.56","$8,765.26","$15,168.33",12.60%,1.073
MID000087,OCST,"$113,932.25","$111,899.34","$24,167.56","$8,765.26","$15,168.33",12.60%,1.073
MID000087,MTFS,"$113,932.25","$111,899.34","$24,167.56","$8,765.26","$15,168.33",12.60%,1.073
MID000087,MMM,"$113,932.25","$111,899.34","$24,167.56","$8,765.26","$15,168.33",12.60%,1.073
MID000088,LTSA,"$114,899.36","$112,619.61","$24,739.30","$7,531.70","$13,301.45",14.00%,1.0873
MID000088,OOGGL,"$114,899.36","$112,619.61","$24,739.30","$7,531.70","$13,301.45",14.00%,1.0873
MID000088,MTFS,"$114,899.36","$112,619.61","$24,739.30","$7,531.70","$13,301.45",14.00%,1.0873
MID000088,MZNA,"$114,899.36","$112,619.61","$24,739.30","$7,531.70","$13,301.45",14.00%,1.0873
MID000088,DMC,"$114,899.36","$112,619.61","$24,739.30","$7,531.70","$13,301.45",14.00%,1.0873
MID000088,ONH,"$114,899.36","$112,619.61","$24,739.30","$7,531.70","$13,301.45",14.00%,1.0873
MID000088,EPF,"$114,899.36","$112,619.61","$24,739.30","$7,531.70","$13,301.45",14.00%,1.0873
MID000088,TCA,"$114,899.36","$112,619.61","$24,739.30","$7,531.70","$13,301.45",14.00%,1.0873
MID000089,OCST,"$72,208.23","$71,124.27","$16,026.38","$6,542.90","$10,514.99",11.40%,1.0737
MID000089,DMC,"$72,208.23","$71,124.27","$16,026.38","$6,542.90","$10,514.99",11.40%,1.0737
MID000089,PG,"$72,208.23","$71,124.27","$16,026.38","$6,542.90","$10,514.99",11.40%,1.0737
MID000089,EPF,"$72,208.23","$71,124.27","$16,026.38","$6,542.90","$10,514.99",11.40%,1.0737
MID000089,ABT,"$72,208.23","$71,124.27","$16,026.38","$6,542.90","$10,514.99",11.40%,1.0737
MID000089,MMM,"$72,208.23","$71,124.27","$16,026.38","$6,542.90","$10,514.99",11.40%,1.0737
MID000089,EG,"$72,208.23","$71,124.27","$16,026.38","$6,542.90","$10,514.99",11.40%,1.0737
MID000090,CCSO,"$58,231.17","$56,862.35","$12,333.62","$3,658.81","$6,872.27",11.60%,1.0728
MID000090,NEK,"$58,231.17","$56,862.35","$12,333.62","$3,658.81","$6,872.27",11.60%,1.0728
MID000090,AB,"$58,231.17","$56,862.35","$12,333.62","$3,658.81","$6,872.27",11.60%,1.0728
MID000090,DMC,"$58,231.17","$56,862.35","$12,333.62","$3,658.81","$6,872.27",11.60%,1.0728
MID000090,FWC,"$58,231.17","$56,862.35","$12,333.62","$3,658.81","$6,872.27",11.60%,1.0728
MID000090,OCST,"$58,231.17","$56,862.35","$12,333.62","$3,658.81","$6,872.27",11.60%,1.0728
MID000091,SM,"$116,005.57","$114,002.92","$23,665.33","$9,218.18","$17,309.17",12.40%,1.0989
MID000091,MZNA,"$116,005.57","$114,002.92","$23,665.33","$9,218.18","$17,309.17",12.40%,1.0989
MID000091,KRM,"$116,005.57","$114,002.92","$23,665.33","$9,218.18","$17,309.17",12.40%,1.0989
MID000091,TWM,"$116,005.57","$114,002.92","$23,665.33","$9,218.18","$17,309.17",12.40%,1.0989
MID000091,NTIC,"$116,005.57","$114,002.92","$23,665.33","$9,218.18","$17,309.17",12.40%,1.0989
MID000091,CCSO,"$116,005.57","$114,002.92","$23,665.33","$9,218.18","$17,309.17",12.40%,1.0989
MID000091,AB,"$116,005.57","$114,002.92","$23,665.33","$9,218.18","$17,309.17",12.40%,1.0989
MID000091,LTSA,"$116,005.57","$114,002.92","$23,665.33","$9,218.18","$17,309.17",12.40%,1.0989
MID000091,PEP,"$116,005.57","$114,002.92","$23,665.33","$9,218.18","$17,309.17",12.40%,1.0989
MID000092,MZNA,"$1,321,120.36","$1,283,342.80","$290,213.01","$76,026.74","$168,570.42",9.80%,1.1065
MID000092,NEK,"$1,321,120.36","$1,283,342.80","$290,213.01","$76,026.74","$168,570.42",9.80%,1.1065
MID000092,AB,"$1,321,120.36","$1,283,342.80","$290,213.01","$76,026.74","$168,570.42",9.80%,1.1065
MID000092,KRM,"$1,321,120.36","$1,283,342.80","$290,213.01","$76,026.74","$168,570.42",9.80%,1.1065
MID000092,OK,"$1,321,120.36","$1,283,342.80","$290,213.01","$76,026.74","$168,570.42",9.80%,1.1065
MID000092,MPJ,"$1,321,120.36","$1,283,342.80","$290,213.01","$76,026.74","$168,570.42",9.80%,1.1065
MID000092,TWM,"$1,321,120.36","$1,283,342.80","$290,213.01","$76,026.74","$168,570.42",9.80%,1.1065
